Kode MK;Nama MK;Prodi MK;Prioritas;Berminat;Nama Dosen
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Koordinator Pengelola, Pengelola, Pengampu;74
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;23
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;24
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;30
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;38
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;42
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;52
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;61
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;80
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;101
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengelola, Pengampu;107
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengampu;10
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengampu;35
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengampu;37
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengampu;48
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengampu;84
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengampu;92
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;1;Pengampu;93
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;2;Pengampu;3
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;2;Pengampu;89
CIF64311;Kecerdasan Artifisial Lanjut;Teknik Informatika;2;Pengampu;97
CIF65115;Pemrograman Aplikasi Perangkat Bergerak;Teknik Informatika;1;Pengelola, Pengampu;4
CIF65115;Pemrograman Aplikasi Perangkat Bergerak;Teknik Informatika;1;Pengelola, Pengampu;47
CIF65115;Pemrograman Aplikasi Perangkat Bergerak;Teknik Informatika;1;Pengelola, Pengampu;60
CIF65115;Pemrograman Aplikasi Perangkat Bergerak;Teknik Informatika;1;Pengampu;35
CIF65115;Pemrograman Aplikasi Perangkat Bergerak;Teknik Informatika;1;Pengampu;75
CIF65116;Komputer Grafis;Teknik Informatika;1;Pengelola, Pengampu;47
CIF65217;Jaringan Nirkabel;Teknik Informatika;1;Pengelola, Pengampu;26
CIF65217;Jaringan Nirkabel;Teknik Informatika;1;Pengelola, Pengampu;35
CIF65217;Jaringan Nirkabel;Teknik Informatika;1;Pengelola, Pengampu;79
CIF65217;Jaringan Nirkabel;Teknik Informatika;1;Pengampu;104
CIF65217;Jaringan Nirkabel;Teknik Informatika;2;Pengampu;2
CIF65318;Jaringan Saraf Tiruan;Teknik Informatika;1;Pengelola, Pengampu;23
CIF65318;Jaringan Saraf Tiruan;Teknik Informatika;1;Pengelola, Pengampu;66
CIF65318;Jaringan Saraf Tiruan;Teknik Informatika;1;Pengelola, Pengampu;82
CIF65318;Jaringan Saraf Tiruan;Teknik Informatika;1;Pengelola, Pengampu;101
CIF65318;Jaringan Saraf Tiruan;Teknik Informatika;1;Pengampu;9
CIF65318;Jaringan Saraf Tiruan;Teknik Informatika;2;Pengampu;3
CIF65319;Statistika inferensi;Teknik Informatika;1;Koordinator Pengelola, Pengelola, Pengampu;66
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;94
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Pengelola, Pengampu;47
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Pengelola, Pengampu;108
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Pengampu;16
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Pengampu;21
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Pengampu;40
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Pengampu;40
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;1;Pengampu;87
CIS60101;Perkembangan dan Tren Teknologi Digital;Sistem Informasi;2;Pengampu;12
CIS60102;Pengembangan Aplikasi Multiplatform;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;16
CIS60102;Pengembangan Aplikasi Multiplatform;Sistem Informasi;1;Pengelola, Pengampu;47
CIS60102;Pengembangan Aplikasi Multiplatform;Sistem Informasi;1;Pengampu;1
CIS60102;Pengembangan Aplikasi Multiplatform;Sistem Informasi;2;Pengampu;70
CIS60103;Pemrograman Web Lanjut;Sistem Informasi;1;Pengampu;1
CIS60103;Pemrograman Web Lanjut;Sistem Informasi;1;Pengampu;16
CIS60103;Pemrograman Web Lanjut;Sistem Informasi;1;Pengampu;22
CIS60103;Pemrograman Web Lanjut;Sistem Informasi;1;Pengampu;31
CIS60104;Transformasi Pemerintah;Sistem Informasi;1;Pengelola, Pengampu;94
CIS60104;Transformasi Pemerintah;Sistem Informasi;1;Pengampu;11
CIS60104;Transformasi Pemerintah;Sistem Informasi;1;Pengampu;21
CIS60104;Transformasi Pemerintah;Sistem Informasi;1;Pengampu;21
CIS60104;Transformasi Pemerintah;Sistem Informasi;1;Pengampu;108
CIS60104;Transformasi Pemerintah;Sistem Informasi;2;Koordinator Pengelola, Pengelola, Pengampu;47
CIS60104;Transformasi Pemerintah;Sistem Informasi;2;Pengampu;12
CIS60105;Strategi Transformasi Digital;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;53
CIS60105;Strategi Transformasi Digital;Sistem Informasi;1;Pengelola, Pengampu;94
CIS60105;Strategi Transformasi Digital;Sistem Informasi;1;Pengampu;94
CIS60105;Strategi Transformasi Digital;Sistem Informasi;1;Pengampu;108
CIS60106;Sistem Informasi Berkelanjutan;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;53
CIS60106;Sistem Informasi Berkelanjutan;Sistem Informasi;1;Pengelola, Pengampu;94
CIS60106;Sistem Informasi Berkelanjutan;Sistem Informasi;1;Pengampu;16
CIS60106;Sistem Informasi Berkelanjutan;Sistem Informasi;1;Pengampu;16
CIS60106;Sistem Informasi Berkelanjutan;Sistem Informasi;1;Pengampu;108
CIS60107;Gudang Data;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;72
CIS60107;Gudang Data;Sistem Informasi;1;Pengelola, Pengampu;73
CIS60107;Gudang Data;Sistem Informasi;1;Pengelola, Pengampu;102
CIS60107;Gudang Data;Sistem Informasi;2;Pengampu;16
CIS61102;Infrastruktur Teknologi Informasi;Sistem Informasi;1;Pengampu;17
CIS61102;Infrastruktur Teknologi Informasi;Sistem Informasi;2;Pengampu;103
CIS61103;Manajemen Bisnis;Sistem Informasi;1;Pengampu;87
CIS61103;Manajemen Bisnis;Sistem Informasi;1;Pengampu;108
CIS61104;Pengantar Sistem informasi;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;47
CIS61104;Pengantar Sistem informasi;Sistem Informasi;1;Pengelola, Pengampu;108
CIS61104;Pengantar Sistem informasi;Sistem Informasi;1;Pengampu;67
CIS61104;Pengantar Sistem informasi;Sistem Informasi;1;Pengampu;102
CIS61106;Keamanan dan Privasi Data;Sistem Informasi;1;Pengampu;17
CIS61106;Keamanan dan Privasi Data;Sistem Informasi;1;Pengampu;75
CIS61106;Keamanan dan Privasi Data;Sistem Informasi;1;Pengampu;108
CIS61107;Manajemen Produk;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;47
CIS61107;Manajemen Produk;Sistem Informasi;1;Pengelola, Pengampu;60
CIS61108;Rekayasa Sistem Informasi;Sistem Informasi;1;Pengelola, Pengampu;4
CIS61108;Rekayasa Sistem Informasi;Sistem Informasi;1;Pengelola, Pengampu;47
CIS61108;Rekayasa Sistem Informasi;Sistem Informasi;1;Pengampu;67
CIS61108;Rekayasa Sistem Informasi;Sistem Informasi;2;Pengampu;108
CIS61110;Pengembangan Aplikasi Mobile;Sistem Informasi;1;Pengelola, Pengampu;4
CIS61110;Pengembangan Aplikasi Mobile;Sistem Informasi;1;Pengelola, Pengampu;47
CIS61110;Pengembangan Aplikasi Mobile;Sistem Informasi;1;Pengampu;31
CIS61110;Pengembangan Aplikasi Mobile;Sistem Informasi;1;Pengampu;60
CIS61110;Pengembangan Aplikasi Mobile;Sistem Informasi;1;Pengampu;75
CIS61111;Sistem Informasi berbasis Kecerdasan Buatan;Sistem Informasi;1;Pengampu;87
CIS61111;Sistem Informasi berbasis Kecerdasan Buatan;Sistem Informasi;2;Pengampu;89
CIS61111;Sistem Informasi berbasis Kecerdasan Buatan;Sistem Informasi;2;Pengampu;108
CIS61112;Dasar Manajemen Proyek;Sistem Informasi;1;Pengelola, Pengampu;47
CIS61112;Dasar Manajemen Proyek;Sistem Informasi;1;Pengampu;6
CIS61112;Dasar Manajemen Proyek;Sistem Informasi;1;Pengampu;67
CIS61112;Dasar Manajemen Proyek;Sistem Informasi;1;Pengampu;76
CIS61112;Dasar Manajemen Proyek;Sistem Informasi;1;Pengampu;87
CIS61112;Dasar Manajemen Proyek;Sistem Informasi;1;Pengampu;102
CIS61113;Sistem Enterprise;Sistem Informasi;1;Pengampu;76
CIS61115;Komunikasi Profesional;Sistem Informasi;1;Pengampu;87
CIS61115;Komunikasi Profesional;Sistem Informasi;1;Pengampu;108
CIS61118;Rekayasa Kebutuhan Sistem Informasi;Sistem Informasi;1;Pengelola, Pengampu;4
CIS61119;Manajemen Risiko dan Kontrol Sistem Informasi;Sistem Informasi;1;Pengampu;6
CIS61119;Manajemen Risiko dan Kontrol Sistem Informasi;Sistem Informasi;2;Pengelola, Pengampu;47
CIS61120;Perbaikan Proses Bisnis;Sistem Informasi;1;Pengampu;6
CIS61120;Perbaikan Proses Bisnis;Sistem Informasi;1;Pengampu;108
CIS61123;Enterprise Architecture II;Sistem Informasi;1;Pengampu;76
CIS61123;Enterprise Architecture II;Sistem Informasi;1;Pengampu;87
CIS61123;Enterprise Architecture II;Sistem Informasi;2;Pengampu;6
CIS61124;Pengembangan Gim;Sistem Informasi;1;Pengelola, Pengampu;47
CIS61124;Pengembangan Gim;Sistem Informasi;2;Pengampu;103
CIS61125;Pengantar GeoInformasi;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;87
CIS61127;Pengembangan Berorientasi Penggunaan Ulang;Sistem Informasi;1;Pengelola, Pengampu;4
CIS61128;Keamanan Jaringan dan Siber;Sistem Informasi;1;Pengampu;17
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;22
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;45
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;47
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;4
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;16
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Pengampu;12
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Pengampu;37
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Pengampu;62
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;1;Pengampu;87
CIS62102;Desain Antar Muka Pengguna;Sistem Informasi;2;Pengampu;70
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;1;Pengampu;16
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;1;Pengampu;17
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;1;Pengampu;20
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;1;Pengampu;41
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;1;Pengampu;75
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;2;Pengampu;21
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;2;Pengampu;65
CIS62103;Jaringan dan Komputasi Awan;Sistem Informasi;2;Pengampu;79
CIS62104;Pemodelan Proses Bisnis;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;13
CIS62104;Pemodelan Proses Bisnis;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;53
CIS62104;Pemodelan Proses Bisnis;Sistem Informasi;1;Pengelola, Pengampu;6
CIS62104;Pemodelan Proses Bisnis;Sistem Informasi;1;Pengampu;16
CIS62104;Pemodelan Proses Bisnis;Sistem Informasi;1;Pengampu;49
CIS62104;Pemodelan Proses Bisnis;Sistem Informasi;1;Pengampu;55
CIS62104;Pemodelan Proses Bisnis;Sistem Informasi;1;Pengampu;108
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengelola, Pengampu;16
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengelola, Pengampu;52
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengelola, Pengampu;72
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengelola, Pengampu;73
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengelola, Pengampu;94
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;20
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;37
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;63
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;63
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;80
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;87
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;92
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;97
CIS62105;Pengantar Sains Data;Sistem Informasi;1;Pengampu;102
CIS62105;Pengantar Sains Data;Sistem Informasi;2;Pengampu;11
CIS62105;Pengantar Sains Data;Sistem Informasi;2;Pengampu;21
CIS62105;Pengantar Sains Data;Sistem Informasi;2;Pengampu;89
CIS62106;Pemrograman Web;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;16
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengelola, Pengampu;4
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengelola, Pengampu;22
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengelola, Pengampu;47
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengampu;1
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengampu;31
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengampu;37
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengampu;75
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengampu;82
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengampu;98
CIS62106;Pemrograman Web;Sistem Informasi;1;Pengampu;105
CIS62106;Pemrograman Web;Sistem Informasi;2;Pengampu;70
CIS62106;Pemrograman Web;Sistem Informasi;2;Pengampu;103
CIS62108;Enterprise Architecture I;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;13
CIS62108;Enterprise Architecture I;Sistem Informasi;1;Pengelola, Pengampu;6
CIS62108;Enterprise Architecture I;Sistem Informasi;1;Pengelola, Pengampu;55
CIS62108;Enterprise Architecture I;Sistem Informasi;1;Pengampu;62
CIS62108;Enterprise Architecture I;Sistem Informasi;1;Pengampu;76
CIS62108;Enterprise Architecture I;Sistem Informasi;1;Pengampu;87
CIS62108;Enterprise Architecture I;Sistem Informasi;2;Pengampu;87
CIS62109;Pengujian dan Evaluasi Sistem Informasi;Sistem Informasi;1;Pengelola, Pengampu;4
CIS62109;Pengujian dan Evaluasi Sistem Informasi;Sistem Informasi;1;Pengampu;67
CIS62110;Perencanaan Strategis Sistem Informasi;Sistem Informasi;1;Pengelola, Pengampu;6
CIS62110;Perencanaan Strategis Sistem Informasi;Sistem Informasi;2;Pengelola, Pengampu;47
CIS62112;Kecerdasan Bisnis dan Analitik;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;72
CIS62112;Kecerdasan Bisnis dan Analitik;Sistem Informasi;1;Pengelola, Pengampu;94
CIS62112;Kecerdasan Bisnis dan Analitik;Sistem Informasi;1;Pengelola, Pengampu;102
CIS62112;Kecerdasan Bisnis dan Analitik;Sistem Informasi;1;Pengampu;87
CIS62113;Pola-Pola Perancangan;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;16
CIS62113;Pola-Pola Perancangan;Sistem Informasi;1;Pengelola, Pengampu;4
CIS62113;Pola-Pola Perancangan;Sistem Informasi;1;Pengampu;37
CIS62113;Pola-Pola Perancangan;Sistem Informasi;1;Pengampu;76
CIS62114;Pengembangan Aplikasi Mobile Lanjut;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;16
CIS62114;Pengembangan Aplikasi Mobile Lanjut;Sistem Informasi;1;Pengampu;60
CIS62114;Pengembangan Aplikasi Mobile Lanjut;Sistem Informasi;2;Pengelola, Pengampu;47
CIS62114;Pengembangan Aplikasi Mobile Lanjut;Sistem Informasi;2;Pengampu;70
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;94
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Pengelola, Pengampu;62
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Pengampu;6
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Pengampu;13
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Pengampu;22
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Pengampu;49
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Pengampu;60
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;1;Pengampu;87
CIS62115;Manajemen Investasi Teknologi Informasi;Sistem Informasi;2;Pengampu;53
CIS62117;Manajemen Rantai Suplai;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;53
CIS62117;Manajemen Rantai Suplai;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;94
CIS62117;Manajemen Rantai Suplai;Sistem Informasi;1;Pengelola, Pengampu;22
CIS62117;Manajemen Rantai Suplai;Sistem Informasi;1;Pengelola, Pengampu;108
CIS62117;Manajemen Rantai Suplai;Sistem Informasi;1;Pengampu;108
CIS62125;GeoInformasi Lanjut;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;11
CIS62125;GeoInformasi Lanjut;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;87
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;45
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;4
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;12
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;16
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;47
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;55
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengelola, Pengampu;62
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengampu;60
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengampu;83
CIS62126;Evaluasi Pengalaman dan Antarmuka Pengguna;Sistem Informasi;1;Pengampu;87
CIT60031;Manajemen Proyek Teknologi Informasi;Teknologi Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;94
CIT60031;Manajemen Proyek Teknologi Informasi;Teknologi Informasi;1;Pengelola, Pengampu;6
CIT60031;Manajemen Proyek Teknologi Informasi;Teknologi Informasi;1;Pengampu;13
CIT60031;Manajemen Proyek Teknologi Informasi;Teknologi Informasi;1;Pengampu;22
CIT60031;Manajemen Proyek Teknologi Informasi;Teknologi Informasi;1;Pengampu;40
CIT60031;Manajemen Proyek Teknologi Informasi;Teknologi Informasi;1;Pengampu;48
CIT60033;Sistem Forensik Digital;Teknologi Informasi;1;Pengelola, Pengampu;94
CIT60033;Sistem Forensik Digital;Teknologi Informasi;1;Pengampu;35
CIT60033;Sistem Forensik Digital;Teknologi Informasi;1;Pengampu;41
CIT60033;Sistem Forensik Digital;Teknologi Informasi;1;Pengampu;75
CIT60033;Sistem Forensik Digital;Teknologi Informasi;1;Pengampu;83
CIT60036;Teknologi Berbasis Cloud;Teknologi Informasi;1;Pengampu;16
CIT60036;Teknologi Berbasis Cloud;Teknologi Informasi;1;Pengampu;20
CIT60036;Teknologi Berbasis Cloud;Teknologi Informasi;1;Pengampu;35
CIT60036;Teknologi Berbasis Cloud;Teknologi Informasi;1;Pengampu;46
CIT60036;Teknologi Berbasis Cloud;Teknologi Informasi;1;Pengampu;75
CIT60036;Teknologi Berbasis Cloud;Teknologi Informasi;1;Pengampu;104
CIT60039;Pengembangan Aplikasi Web Lanjut;Teknologi Informasi;1;Pengelola, Pengampu;4
CIT60039;Pengembangan Aplikasi Web Lanjut;Teknologi Informasi;1;Pengelola, Pengampu;16
CIT60039;Pengembangan Aplikasi Web Lanjut;Teknologi Informasi;1;Pengelola, Pengampu;47
CIT60039;Pengembangan Aplikasi Web Lanjut;Teknologi Informasi;1;Pengampu;1
CIT60039;Pengembangan Aplikasi Web Lanjut;Teknologi Informasi;1;Pengampu;31
CIT60039;Pengembangan Aplikasi Web Lanjut;Teknologi Informasi;1;Pengampu;75
CIT60042;Teknologi Blockchain dan Platform Keuangan Digital;Teknologi Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;14
CIT60042;Teknologi Blockchain dan Platform Keuangan Digital;Teknologi Informasi;1;Pengelola, Pengampu;47
CIT60042;Teknologi Blockchain dan Platform Keuangan Digital;Teknologi Informasi;1;Pengampu;46
CIT60044;Keamanan Data dan Privasi;Teknologi Informasi;1;Pengelola, Pengampu;46
CIT60044;Keamanan Data dan Privasi;Teknologi Informasi;1;Pengampu;17
CIT60044;Keamanan Data dan Privasi;Teknologi Informasi;1;Pengampu;35
CIT60044;Keamanan Data dan Privasi;Teknologi Informasi;1;Pengampu;41
CIT60044;Keamanan Data dan Privasi;Teknologi Informasi;1;Pengampu;63
CIT60044;Keamanan Data dan Privasi;Teknologi Informasi;1;Pengampu;65
CIT60044;Keamanan Data dan Privasi;Teknologi Informasi;1;Pengampu;75
CIT60045;Kriptografi;Teknologi Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;14
CIT60045;Kriptografi;Teknologi Informasi;1;Pengampu;75
CIT60047;Tata Kelola dan Kebijakan Keamanan Siber;Teknologi Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;14
CIT60047;Tata Kelola dan Kebijakan Keamanan Siber;Teknologi Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;94
CIT60047;Tata Kelola dan Kebijakan Keamanan Siber;Teknologi Informasi;1;Pengampu;17
CIT60047;Tata Kelola dan Kebijakan Keamanan Siber;Teknologi Informasi;1;Pengampu;17
CIT60047;Tata Kelola dan Kebijakan Keamanan Siber;Teknologi Informasi;2;Pengampu;46
CIT60048;Information Retrieval;Teknologi Informasi;1;Pengelola, Pengampu;52
CIT60048;Information Retrieval;Teknologi Informasi;1;Pengelola, Pengampu;107
CIT60048;Information Retrieval;Teknologi Informasi;1;Pengampu;1
CIT60048;Information Retrieval;Teknologi Informasi;1;Pengampu;80
CIT60048;Information Retrieval;Teknologi Informasi;1;Pengampu;93
CIT60048;Information Retrieval;Teknologi Informasi;2;Pengelola, Pengampu;47
CIT60048;Information Retrieval;Teknologi Informasi;2;Pengampu;89
CIT60048;Information Retrieval;Teknologi Informasi;2;Pengampu;97
CIT60049;Teknologi Basis Data Non Relational;Teknologi Informasi;1;Pengelola, Pengampu;102
CIT60049;Teknologi Basis Data Non Relational;Teknologi Informasi;1;Pengampu;16
CIT60049;Teknologi Basis Data Non Relational;Teknologi Informasi;1;Pengampu;16
CIT60051;Teknologi Smart City;Teknologi Informasi;1;Koordinator Pengelola, Pengelola, Pengampu;47
CIT60051;Teknologi Smart City;Teknologi Informasi;1;Pengampu;20
CIT60051;Teknologi Smart City;Teknologi Informasi;1;Pengampu;67
CIT60051;Teknologi Smart City;Teknologi Informasi;2;Koordinator Pengelola, Pengelola, Pengampu;105
CIT60051;Teknologi Smart City;Teknologi Informasi;2;Pengampu;6
CIT60051;Teknologi Smart City;Teknologi Informasi;2;Pengampu;58
CIT60052;Pengembangan Aplikasi Mobile Terapan;Teknologi Informasi;1;Pengampu;16
CIT60052;Pengembangan Aplikasi Mobile Terapan;Teknologi Informasi;1;Pengampu;20
CIT60052;Pengembangan Aplikasi Mobile Terapan;Teknologi Informasi;2;Pengelola, Pengampu;47
CIT60053;Pengembangan Gim;Teknologi Informasi;1;Pengampu;16
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;1;Pengelola, Pengampu;4
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;1;Pengelola, Pengampu;47
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;1;Pengelola, Pengampu;105
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;1;Pengampu;31
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;1;Pengampu;60
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;1;Pengampu;75
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;1;Pengampu;82
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;2;Pengelola, Pengampu;103
CIT61006;Pengembangan Aplikasi Web;Teknologi Informasi;2;Pengampu;62
CIT61015;Jaringan Komputer;Teknologi Informasi;1;Pengelola, Pengampu;79
CIT61015;Jaringan Komputer;Teknologi Informasi;1;Pengampu;17
CIT61015;Jaringan Komputer;Teknologi Informasi;1;Pengampu;35
CIT61015;Jaringan Komputer;Teknologi Informasi;1;Pengampu;75
CIT61015;Jaringan Komputer;Teknologi Informasi;1;Pengampu;90
CIT61015;Jaringan Komputer;Teknologi Informasi;1;Pengampu;104
CIT61015;Jaringan Komputer;Teknologi Informasi;2;Pengelola, Pengampu;46
CIT61016;Data Sains;Teknologi Informasi;1;Pengampu;15
CIT61016;Data Sains;Teknologi Informasi;2;Pengampu;89
CIT61021;Data Warehouse;Teknologi Informasi;1;Pengelola, Pengampu;73
CIT61021;Data Warehouse;Teknologi Informasi;1;Pengelola, Pengampu;102
CIT61021;Data Warehouse;Teknologi Informasi;1;Pengampu;16
CIT61021;Data Warehouse;Teknologi Informasi;1;Pengampu;16
CIT61024;Teknologi Keamanan Siber;Teknologi Informasi;1;Pengampu;17
CIT61024;Teknologi Keamanan Siber;Teknologi Informasi;1;Pengampu;35
CIT61024;Teknologi Keamanan Siber;Teknologi Informasi;1;Pengampu;75
CIT61024;Teknologi Keamanan Siber;Teknologi Informasi;2;Pengampu;46
CIT61026;Internet of Things;Teknologi Informasi;1;Pengelola, Pengampu;90
CIT61026;Internet of Things;Teknologi Informasi;1;Pengampu;17
CIT61026;Internet of Things;Teknologi Informasi;1;Pengampu;35
CIT61026;Internet of Things;Teknologi Informasi;2;Pengampu;96
